Q,Te,Eh,GNP,Area,PD,B,L,R,T,I,Qs,Glacial,Lith,Connection,C_W_Length,Structure,Slope,W_Depth,Process,Structure_,MainClass,Shelf,Sinuosity,MarginType,Slope_W,ID,Fan_Area,Fan_Width,Fan_Depth,Fan_Volume,Fan_Length,OID_,River_Name,Alt_Name,Area_1,Q_1,PD_Q,Runoff,TSS,PD_TSS,SedYield,ASedConc,TDS,PD_TDS,DisYield,DisConc,Max_Elev,mm_yr_km,E_Length,S_Dist,Sed_Thick,Sed_Basin,River_S,C_Slope_S,C_Shelf_S,C_Class,C_TopH,C_LowH,C_Length,C_MaxH,C_Freq,C_Distance,C_ID,F_Depth,F_Length,F_Width,F_ID,F_Area,Slope_LowH,Slope_TopH,F_Sum,BoW,R2,PD_Qs,S_Basin_ID,10m_km,SP,Shelf_LowH,F_Age,F_S
0.486362054,1,2,5345,778.0441,420.6276,4,2,3.397,12.3131,1,2.2394,1,2,19252,90795.45,,0.246627672,-32,WF,Foreland,Warm Temperate,2,1.141219974,Active,37854.8,19252,0,0,0,0,0,585,Taan,Da-an,760,1.6,-9999,2105.26,4,-9999,5.263,2500,0.27,-9999,0.355,168.75,3300,3342.637,38669.83689,235237.305,6335,0,37.41377,34.71158,0.46336,3,-146,-2048,56.48582,1902,5,128358.1618,862,0,0,0,0,0,-1669,-355,0,South China Sea,3.397,1.11971,0,2.61527,124.37563,-109,0,0
1.150515264,1,1,3493.413063,2282.5489,39.5419,1.5,1.5,2.3,21.6852,1,2.2399,1,1.5,9137,85161.44,,0.264265675,-46,WF,Fore-arc,Equatorial,1,1.009469986,Active,23409.26,9137,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3476.26287,248.9482379,23363.21486,945,1.67112,27.00753,41.26572,6.37755,0,0,0,0,0,0,0,0,0,0,0,0,0,-1275,-309,0,Indian Ocean,2.3,2.23986,174,31.36449,43675.62734,-149,0,0
1.05129817,1,2,5243.197962,2039.2102,739.2053,4,2,1.351,15.1511,1,2.2531,1,2,517,85208.29,,0.714987048,-131,W,Foreland,Warm Temperate,1,1.019060016,Active,19764.21,517,0,0,0,0,0,350,Mazafran,,1900,0.44,-9999,231.58,3,-9999,1.579,6818.182,-9999,-9999,-9999,-9999,-9999,1027.5032,0,7565.854679,-1,0,15.85526,131.34853,16.12508,2,-144,-2128,14.98803,1984,1,14250.10854,867,0,0,0,0,0,-2718,-122,0,Mediterranean Sea - Western Basin,1.351,1.12654,0,14.05609,66342.26818,-122,0,0
0.677312903,1,2,3494,1177.0402,132.7128,3,1.5,1.7294,23.8282,1,2.2574,1,1.5,17519,59326.25,Foreland,0.227961868,-43,WT,Foreland,Equatorial,2,1.025020003,Active,-9999,17519,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.43253,886.6267899,17984.91413,3301,25.2883,29.15067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malacca Strait,1.731,1.12764,1308,50.03174,42583.57547,0,0,0
2.685882576,1,1,465,6586.6318,9.9221,1.5,1.5,0.788,28.2067,1,2.2585,1,1.5,3553,213270.61,,0.091570571,-18,TF,Passive Margin,Equatorial,1,1.05783999,Passive,26626.01,3553,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.9122,2090.069368,29858.35086,1056,18.51005,3.69484,44.35512,3.65057,0,0,0,0,0,0,0,0,0,0,0,100,0,-1290,-109,0,Mozambique Channel,0.807,2.20531,89,59.95864,151025.1197,-109,0,0
0.480509559,1,2,2708.656085,766.3588,139.1543,3,1.5,1.8633,30.3608,1,2.2589,1,1.5,34908,73418.53,Passive Margin,0.098655464,-19,WT,Passive Margin,Arid,2,1.041980028,Active,24191.19,34908,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99.84749,7169.159693,60432.86606,-1,58.26709,25.37915,23.06625,1.83675,0,0,0,0,0,0,0,0,0,0,0,0,0,-931,-373,0,Red Sea,1.874,1.12301,313,56.70476,62450.30717,-111,0,0
0.796493639,1,1,-99,1441.3933,2.0435,2,2,2.2744,23.3524,1,2.2595,1,2,14289,87562.73,,0.457356856,-76,WF,Passive Margin,Arid,1,1.05290997,Passive,32774.25,14289,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,348.12011,367.6549397,4621.196381,1056,0,25.97452,39.32966,33.97389,3,-39,-2099,72.95138,2060,2,18753.57002,1418,0,0,0,0,0,-1446,-157,0,Gulf of Aden,2.279,2.25495,0,3.7258,62283.30066,-157,0,0
11.07710942,1,1,60979,38711.292,0.0219,1.5,1.5,0.178,32.7372,1,2.2602,1,1.5,2528,369881.54,Intracratonic,-9999,-9999,,Intracratonic,,5,1.021669984,Passive,-9999,2528,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,279.01786,-9999,-9999,-9999,10.13415,0.48124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.185,2.17468,40,99.28833,186541.5143,0,0,0
8.194400322,0.5,1,48106.65743,26558.3494,71.3951,1,2,0.718,16.5996,1,2.2619,1,2,3242,561727.68,Passive Margin,0.04088225,-15,W,Passive Margin,Warm Temperate,3,1.191179991,Passive,199751.73,3242,0,0,0,0,0,0,Guadalupe,San Antonio,26000,2.1,-9999,80.77,0.3,-9999,0.012,142.857,0.6,-9999,0.023,285.714,700,1084.69738,25509.127,101914.1741,9019,5.09287,1.2782,13.54181,1.46201,0,0,0,0,0,0,0,0,0,0,0,48,0,-2865,-160,0,Gulf of Mexico,0.726,4.47398,399,79.40914,348220.304,-149,0,0
2.090728984,1,1,465,4815.8925,25.8273,1,1,2.173,19.7463,1,2.2621,1,1,4291,183200.56,,1.150668207,-131,WF,Passive Margin,Equatorial,1,1.171679974,Passive,51190.97,4291,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1956.96312,2147.141391,9687.785797,1054,0,11.86132,51.45439,50.88882,2,-44,-2941,38.68401,2897,1,6178.44227,1389,0,0,0,0,0,-3127,-493,0,Indian Ocean,2.189,2.24557,0,6.2261,119486.4214,-493,0,0
1.563913744,1,1,464.9999938,3350.199,17.3057,1,1,2.628,21.637,1,2.2684,1,1,2047,175684.98,,0.104275524,-29,TF,Passive Margin,Equatorial,1,1.117419958,Passive,82646.01,2047,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.97495,1985.722893,74081.41961,1421,5.23857,14.95859,29.16051,1.36336,3,-277,-3968,140.63733,3691,1,88046.01227,524,0,0,0,0,0,-2511,-101,0,Mozambique Channel,2.628,2.26838,114,15.12697,125010.9798,-101,0,0
0.710659942,1,2,3494,1249.9191,476.4208,2,1,2.575,21.9835,1,2.2685,1,1,18650,72281.95,Fore-arc,0.647624613,-140,WF,Fore-arc,Equatorial,2,1.57991004,Active,60526.3,18650,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2813.11406,1348.474634,9981.702226,1002,11.13137,35.62438,45.07132,14.92731,1,12,-4019,198.51678,4031,5,12618.63887,1643,0,0,0,0,0,-2877,-149,0,Indian Ocean,2.704,1.08014,143,17.98072,52597.43947,-149,0,0
3.163803932,1,1,507.7829697,8082.888,27.683,2,2,0.597,23.7218,1,2.2713,1,2,4698,371953.45,,0.015395073,-2,TF,Passive Margin,Equatorial,3,1.033759952,Passive,47990.9,4698,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2611.67419,45271.91847,196717.9355,9937,0,1.60504,76.97293,1.48436,2,-57,-3889,115.72969,3832,1,217740.2952,1319,0,0,0,0,0,-4075,-381,0,North Atlantic Ocean,0.621,2.18349,0,53.13213,155496.2426,-292,0,0
9.11597283,1,1,48100.05632,30342.9909,87.4965,1.5,1.5,1.2956,5.4492,1,2.2762,1,1.5,10,496855.48,,0.049591836,-5,T,Passive Margin,Warm Temperate,3,1.359680057,Passive,-9999,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1506.37932,0,106217.2529,-1,0,2.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,North Atlantic Ocean,1.343,2.19591,0,33.33729,288490.6779,0,0,0
3.545260235,1,1,48111,9318.9023,2.0144,1.5,1.5,2.1747,8.0763,1,2.2885,1,1.5,4117,239423.17,Extensional,-9999,-9999,,Extensional,,5,1.507320046,Active,-9999,4117,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,432.35318,-9999,-9999,-9999,26.26259,9.08308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.203,2.25906,1025,9.21172,96405.66077,0,0,0
7.70980458,1,1,533.9665622,24609.8418,9.4268,0.5,0.5,0.981,25.9429,1,2.2905,1,0.5,1476,574151.94,Passive Margin,0.249458199,-49,TW,Passive Margin,Equatorial,1,1.015660048,Passive,56586.26,1476,0,0,0,0,0,0,Messalo,,24000,1,3,41.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1283.71898,2050.874312,22426.12099,1418,0.21528,1.70861,39.03775,6.15354,3,-288,-1531,26.20162,1243,1,48575.18431,510,0,0,0,0,0,-2347,-138,0,Mozambique Channel,0.996,2.25604,1733,56.61035,453472.3315,-138,0,0
1.197814367,1,1,1433.458753,2400.4436,16.8173,1,1,2.53,29.1232,1,2.2906,1,1,7897,139694.56,,0.09976127,-19,WF,Passive Margin,Arid,2,1.00691998,Active,47466.31,7897,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,189.365,543.8064377,54161.16783,-1,50.55138,18.11094,8.82731,2.08637,0,0,0,0,0,0,0,0,0,0,0,0,0,-532,-113,0,Red Sea,2.53,2.29064,703,34.68353,94810.35231,-113,0,0
1.620195443,1,1,36774.03631,3501.5785,1.2922,2,2,1.491,18.6321,1,2.291,1,2,3815,111237.27,,0,-114,WF,Strike-Slip,Arid,2,1.008849978,Active,-9999,3815,0,0,0,0,0,0,Wadi Ghoweibba,,3300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1200,35.18956,89526.02614,5271.811472,-1,0,13.40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gulf of Aqaba,1.491,2.29097,0,12.12901,76839.24869,0,0,0
1.405701595,1,1,1189,2932.0477,9.8273,2,2,1.209,26.2484,1,2.2916,1,2,7015,132999.37,Foreland,0.047380455,-8,WT,Foreland,Arid,1,1.059200048,Active,50989.36,7015,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,157.32009,713.1042336,31649.04736,1980,6.11333,9.09027,40.16524,10.14249,3,-958,-3135,67.33788,2177,3,43102.4675,197,0,0,0,0,0,-2369,-321,0,Arabian Sea,1.209,2.29162,370,23.38539,61435.85288,-321,0,0
3.822156314,1,1,14028.96501,10237.4116,26.4901,1,1,2.0891,11.6796,1,2.295,1,1,4158,283097.22,,0.262080191,-50,W,Fore-arc,Warm Temperate,1,1.324190021,Active,106172.24,4158,0,0,0,0,0,647,Valdivia,,11000,14,-9999,1272.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2878.87956,15886.14588,57431.68275,559,0,7.37944,34.39694,4.77089,1,-55,-4155,81.16623,4100,1,36340.75399,1329,0,0,0,0,0,-3933,-281,0,South Pacific Ocean,2.136,2.24465,0,12.27668,240103.9543,-274,0,0
7.732290591,0.3,1,12557.27198,24699.5942,27.5915,0.45,1.5,1.288,19.2819,1,2.2968,1,1.5,1505,467131.08,Passive Margin,0.057275038,-12,W,Passive Margin,Warm Temperate,3,1.067589998,Passive,110294.56,1505,0,0,0,0,0,0,Jacuí,,0,0,0,0,0,0,0,0,0,0,0,0,0,2035.83284,4686.096393,187884.0567,4406,3.03718,2.75726,15.87567,1.41044,3,-702,-2117,38.05525,1415,1,242875.2636,253,-4775,765000,880000,7,222927.7798,-2037,-286,14153953,South Atlantic Ocean,1.489,6.6226,1655,21.13989,252672.4219,-265,115.46041,3.579084967
4.542633562,0.3,1,10941,12703.9636,8.99,0.9,3,1.048,22.5361,1,2.2981,1,3,135,278236.86,Intracratonic,-9999,-9999,,Foreland,,5,1.186939955,Passive,-9999,135,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.18683,-9999,-9999,-9999,83.82143,3.76657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.048,7.66033,42,87.75899,192795.6872,0,0,0
0.822489413,1,2,1430.678059,1500.4361,642.0113,3,1.5,1.4669,23.8935,1,2.3034,1,1.5,10655,117590.02,,0.112027214,-24,W,Passive Margin,Equatorial,1,1.354879975,Passive,49164.44,10655,0,0,0,0,0,0,Achenkovil,,1500,1.5,-9999,1000,0.058,-9999,0.039,38.667,0.06,-9999,0.04,40,700,2545.87183,616.2729101,50401.22377,914,0.25104,12.4747,22.2722,5.1586,0,0,0,0,0,0,0,0,0,0,0,0,0,-1355,-260,0,Laccadive Sea,1.469,1.15006,256,44.00688,68264.76055,-260,0,0
0.439408396,1,1,6017,685.3147,8.6507,2,2,4.5585,20.7289,1,2.3063,1,2,19006,62732.92,,0.506290149,-95,W,Fore-arc,Arid,1,1.032629967,Active,137550.48,19006,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,194.97466,1301.804272,63794.31459,736,0,72.6652,42.42079,3.43291,3,-1222,-3909,38.36888,1928,3,107289.6961,132,0,0,0,0,0,-6058,-223,0,South Pacific Ocean,4.57,2.30045,0,1.54905,54583.81484,-219,0,0
4.301919392,0.9,1,5444,11868.1341,18.9116,1.8,2,2.278,5.3856,1,2.3089,1,2,510,286924.15,Intracratonic,-9999,-9999,,Intracratonic,,5,1.152060032,Passive,-9999,510,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,243.30564,-9999,-9999,-9999,82.44648,7.93938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.318,2.52113,1048,83.20107,191688.1631,0,0,0
17.96179077,0.5,0.3,29862.04947,70833.981,102.7341,0.225,1.5,2.03,11.4991,1,2.3093,1,1.5,1345,1035867.72,Passive Margin,0.389405721,-113,WF,Passive Margin,Warm Temperate,1,1.023280025,Passive,46029.67,1345,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,859.34017,48569.13557,11990.31124,21,0.68063,1.95971,91.70172,46.37077,2,-24,-4292,78.03117,4186,3,42519.43384,1502,0,0,0,0,0,-4646,-425,0,North Atlantic Ocean,2.283,13.689,439,24.16321,837771.8096,-556,0,0
2.608735063,0.7,2,1488,6350.9995,427.0841,0.7,0.5,2.409,21.2051,1,2.3122,1,0.5,6957,230378.8,Passive Margin,0.071842268,-13,WF,Passive Margin,Equatorial,1,1.091650009,Passive,27524.87,6957,0,0,0,0,0,0,Chaliyar,,6000,5.3,-9999,883.33,1,-9999,0.167,188.679,0.16,-9999,0.027,30.189,-9999,2928.98307,5602.524587,57454.91894,184,7.45496,10.45669,55.80408,1.89714,2,-98,-2331,35.06963,2233,1,58682.36174,1063,-2271,58000,188000,26,5445.75453,-1677,-141,97493,Laccadive Sea,2.42,1.64404,1319,19.78015,153826.7688,-109,60.33249,10.24137931
2.245161331,1,1,3053,5264.5839,53.9079,1,1,2.0156,20.2779,1,2.3197,1,1,1120,140518.25,Foreland,0.410078381,-83,WF,Passive Margin,Arid,1,1.51462996,Passive,53418.48,1120,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,292.29547,934.6668618,35920.40866,6278,1.19663,14.34404,23.28782,5.79058,2,-126,-4205,308.30606,4049,2,62498.51546,920,0,0,0,0,0,-1428,-184,0,North Atlantic Ocean,2.045,2.28637,771,16.04643,811.74362,-208,0,0
4.484822228,1,1,-99,12502.1916,0.5428,2,2,0.5223,19.5089,1,2.3217,1,2,202,217665.9,Intracratonic,-9999,-9999,,Intracratonic,,5,1.012899995,Passive,-9999,202,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87778,-9999,-9999,-9999,1.85415,2.39955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.557,2.17705,388,91.92794,131136.7953,0,0,0
7.691698768,0.7,1,7420.107019,24537.6204,82.0195,0.7,1,2.3383,7.6832,1,2.3224,1,1,377,396940.35,Extensional,0.04098366,-11,WF,Extensional,Warm Temperate,3,1.061499953,Active,31328.11,377,0,0,0,0,0,38,Axiós,,24000,4.9,-9999,204.17,4,30,0.167,816.327,1.7,-9999,0.071,346.939,2800,936.12472,30431.99031,57215.07007,-1,5.32401,5.89081,13.11921,4.07235,0,0,0,0,0,0,0,0,0,0,0,0,0,-644,-233,0,Aegean Sea,2.441,3.17817,448,9.10728,233080.8224,-233,0,0
2.450939559,1,1,464.7228159,5874.4926,22.6217,1,1,1.9409,19.6424,1,2.3353,1,1,7815,194925.97,Passive Margin,0.296719097,-40,WF,Passive Margin,Equatorial,3,1.438979983,Passive,69350.28,7815,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2236.21441,60537.03969,56814.76785,971,2.48652,9.95711,49.57442,3.53781,0,0,0,0,0,0,0,0,0,0,0,0,0,-3639,-201,0,Indian Ocean,1.958,2.31487,1723,26.61277,112217.489,-201,0,0
3.542408919,1,1,25621,9309.5347,56.3287,1,1,2.3944,11.0658,1,2.3401,1,1,3043,244633.16,Extensional,0.295867854,-62,W,Strike-Slip,Warm Temperate,1,1.061499953,Active,31328.11,3043,0,0,0,0,0,0,Aliakmon,,9500,3.1,-9999,326.32,4.4,-9999,0.463,1419.355,1.2,-9999,0.126,387.097,2200,990.54102,8600.977663,57215.07007,-1,3.36388,9.78772,13.11921,4.07235,0,0,0,0,0,0,0,0,0,0,0,0,0,-644,-233,0,Aegean Sea,2.468,2.27027,441,22.80694,91842.69578,-233,0,0
12.1668254,1,1,4640.202334,43528.7508,1.0156,1,1,0.395,20.9811,1,2.3478,1,1,896,376449.32,,-9999,-9999,,Intracratonic,,5,1.51462996,Passive,-9999,896,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,57.31161,-9999,-9999,-9999,0.00053,1.04928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.412,2.25097,842,98.18223,209605.1746,0,0,0
1.109822152,1,1,6833.274713,2182.0834,13.5104,1.5,1.5,3.242,16.6593,1,2.3488,1,1.5,2086,161855.31,Fore-arc,0.086466467,-22,TF,Fore-arc,Equatorial,1,1.323220015,Active,93499.12,2086,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4063.68932,0,30478.10957,447,3.60039,20.03024,32.74897,3.67477,2,-73,-2745,97.40325,2615,3,45618.66069,1249,0,0,0,0,0,-3174,-112,0,North Pacific Ocean,3.247,2.34518,1632,26.76434,85842.22912,-112,0,0
1.025200169,1,1,6008.220724,1976.1297,2.5227,1,1,4.405,19.872,1,2.3529,1,1,15828,138866.59,,0.503261909,-134,WF,Fore-arc,Arid,1,1.087409973,Active,98365.01,15828,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,288.73965,3536.578498,4726.576522,194,0,31.72109,56.21918,72.35681,1,-140,-6738,100.82339,6542,2,5401.20665,877,0,0,0,0,0,-6079,-549,0,South Pacific Ocean,4.405,2.35287,0,1.567,111375.8726,-342,0,0
5.135370975,0.5,1,9929.437803,14808.7836,90.864,0.5,1,1.7806,21.206,1,2.3591,1,1,4663,400012.88,Foreland,0.030143693,-10,T,Foreland,Equatorial,2,1.053470016,Active,324460.06,4663,0,0,0,0,0,0,Barumun,,16000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2400,3063.92532,16421.67748,290480.766,1073,9.64081,4.45136,5.19941,0.32704,0,0,0,0,0,0,0,0,0,0,0,0,0,-1889,-202,0,Malacca Strait,1.835,4.5784,229,28.63898,215025.4818,-95,0,0
0.809073782,1,2,2358.055521,1469.9067,250.8444,2,1,2.4849,21.4763,1,2.3622,1,1,17503,77757.6,,0.415383478,-65,WT,Foreland,Equatorial,2,1,Active,-9999,17503,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3006.52756,5053.893781,1601.208933,1200,0,31.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippine Sea,2.553,1.14958,0,1.83168,53951.90152,0,0,0
27.24508505,1,0.3,15396.95246,119238.0374,135.3378,0.6,2,1.2359,4.6009,1,2.3628,1,2,295,1030879.73,Foreland,0.035517657,-13,F,Intracratonic,Warm Temperate,2,1.086199999,Passive,-9999,295,0,0,0,0,0,0,Oder,,120000,16,-9999,133.33,0.35,-9999,0.003,21.875,8.8,-9999,0.073,550,1600,1090.76148,457914.0738,628191.1954,-1,14.25522,1.19888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baltic Sea,1.483,6.56378,482,80.85719,578512.1561,0,0,0
1.791792121,1,2,5421.004669,3971.1303,164.8003,2,1,1.3345,19.0806,1,2.3668,1,1,2173,150318.73,,0.230049842,-43,WF,Intracratonic,Equatorial,2,1.00545001,Active,13915.31,2173,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2204.74735,4606.490342,112518.487,2927,0,8.8778,107.57935,1.13759,0,0,0,0,0,0,0,0,0,0,0,0,0,-1815,-318,0,South China Sea,1.369,1.15355,0,31.04347,89711.59491,-128,0,0
1.218245916,1,1,10808.84578,2451.7338,37.1742,2,2,1.694,22.1384,1,2.3689,1,2,885,130422.2,Strike-Slip,0.07036631,-15,W,Foreland,Equatorial,1,1.072569966,Active,179791.55,885,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1465.4719,704.6060937,35073.97485,1147,14.26268,12.98859,21.80859,2.87963,3,-263,-1656,68.83953,1393,2,51991.55115,543,0,0,0,0,0,-4022,-101,0,Caribbean Sea,1.694,2.36895,259,28.32709,97147.56363,-101,0,0
1.83252594,1,1,465,4084.2966,32.4116,1,1,2.4191,21.1776,1,2.3721,1,1,16925,194505.91,Passive Margin,0.345114818,-48,W,Passive Margin,Equatorial,1,1.506829977,Passive,63352.89,16925,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2496.22738,2737.279175,12309.61395,790,2.09461,12.43715,51.33152,8.9361,3,-1177,-2734,28.16192,1557,1,55912.19165,143,0,0,0,0,0,-3480,-228,0,Indian Ocean,2.421,2.37021,75,52.38994,112778.1185,-110,0,0
0.401187867,1,1,6017,611.6308,30.4984,2,2,4.363,24.3215,1,2.3727,1,2,8863,61983.68,,0.31477864,-62,WF,Fore-arc,Arid,1,1.047070026,Active,147001.04,8863,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98.30277,816.2716302,37027.59021,1324,0,70.3895,39.78203,5.15832,3,-1534,-2519,41.97254,985,2,100678.4234,77,0,0,0,0,0,-6048,-200,0,South Pacific Ocean,4.363,2.37268,0,1.29127,0.14035,-191,0,0
1.176117244,1,1,6017,2346.2154,9.3561,1,1,5.2125,14.8116,1,2.3792,1,1,14556,124171.8,,0.518043158,-90,WF,Fore-arc,Arid,1,1.104570031,Active,135600.24,14556,0,0,0,0,0,0,Lurin,,2500,0.12,-9999,48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,618.29148,618.3499022,31001.64106,271,0,41.97813,39.15922,6.16096,3,-482,-1429,27.63706,947,1,81338.9798,359,0,0,0,0,0,-5515,-205,0,South Pacific Ocean,5.256,2.35952,0,0.93274,97992.99206,-191,0,0
0.919422349,1,1,3494,1724.6399,6.8895,1.5,1.5,3.233,20.2389,1,2.3827,1,1.5,1579,91048.11,,0.226876833,-26,TF,Fore-arc,Equatorial,1,1.041749954,Active,122081.94,1579,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3952.04587,5408.540976,3181.269094,886,0,35.5087,2.4246,32.69136,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-104,0,South Pacific Ocean,3.233,2.38273,0,8.64004,65452.68625,-104,0,0
4.806826799,1,1,6563.722861,13634.1385,3.5769,1.5,1.5,0.8056,17.0636,1,2.3836,1,1.5,4031,172888.48,,-9999,-9999,,Intracratonic,,5,1.356130004,Active,-9999,4031,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,84.44435,-9999,-9999,-9999,0,4.65965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.817,2.3503,0,71.94347,130409.7969,0,0,0
6.916754577,1,1,18305.67866,21487.3356,0.8346,1.5,1.5,0.53,17.7497,1,2.3883,1,1.5,1677,198659.68,,-9999,-9999,,Intracratonic,,5,1.356130004,Passive,-9999,1677,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,77.71145,-9999,-9999,-9999,0,2.66788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.56,2.26032,0,83.645,124084.44,0,0,0
1.21585015,1,1,3494,2445.7084,25.9465,1.5,1.5,2.3759,21.0393,1,2.3938,1,1.5,16019,143254.2,Fore-arc,0.21465911,-38,W,Fore-arc,Equatorial,2,1.012030005,Active,23674.13,16019,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3174.18871,1573.648354,39796.95143,3912,2.91441,16.5852,29.69486,5.98036,0,0,0,0,0,0,0,0,0,0,0,0,0,-941,-238,0,Indian Ocean,2.406,2.36383,1305,22.86195,69992.93472,-238,0,0
0.987160304,1,2,2368.844665,1884.9039,300.5357,2,1,2.258,20.4324,1,2.394,1,1,7435,89821.74,Foreland,0.307136574,-64,W,Foreland,Equatorial,2,1.297500014,Active,-9999,7435,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3315.40669,3084.295273,2885.501555,1116,22.91848,25.13868,0,0,1,-48,-2582,94.69745,2534,3,67871.62456,1362,0,0,0,0,0,0,0,0,Philippine Sea,2.258,1.19701,1853,19.94098,66765.2709,0,0,0
1.942179712,1,1,12593,4392.0409,41.0378,2,2,0.905,26.4001,1,2.3961,1,2,1224,155746.51,Passive Margin,0.041517543,-9,WF,Passive Margin,Equatorial,3,1.000200033,Passive,28430.79,1224,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.245,8971.968935,83583.27097,3691,2.01309,5.81072,101.54484,2.63211,3,-239,-3250,23.83613,3011,1,96811.36388,575,0,0,0,0,0,-3107,-220,0,South Atlantic Ocean,0.929,2.3342,1649,53.93676,113569.24,-220,0,0
10.78033122,1,1,5444,37419.2208,0.1561,2.0126,2,2.264,-6.695,1.0063,2.3969,1.006322977,2,12,431904.9,Strike-Slip,-9999,-9999,,Strike-Slip,,5,1.042639971,Active,-9999,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,167.02114,-9999,-9999,-9999,45.80556,5.24189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.455,2.1966,959,20.99364,250372.5037,0,0,0
