Q,Te,Eh,GNP,Area,PD,B,L,R,T,I,Qs,Glacial,Lith,Connection,C_W_Length,Structure,Slope,W_Depth,Process,Structure_,MainClass,Shelf,Sinuosity,MarginType,Slope_W,ID,Fan_Area,Fan_Width,Fan_Depth,Fan_Volume,Fan_Length,OID_,River_Name,Alt_Name,Area_1,Q_1,PD_Q,Runoff,TSS,PD_TSS,SedYield,ASedConc,TDS,PD_TDS,DisYield,DisConc,Max_Elev,mm_yr_km,E_Length,S_Dist,Sed_Thick,Sed_Basin,River_S,C_Slope_S,C_Shelf_S,C_Class,C_TopH,C_LowH,C_Length,C_MaxH,C_Freq,C_Distance,C_ID,F_Depth,F_Length,F_Width,F_ID,F_Area,Slope_LowH,Slope_TopH,F_Sum,BoW,R2,PD_Qs,S_Basin_ID,10m_km,SP,Shelf_LowH,F_Age,F_S
4.891167315,0.3,1,2681,13933.822,2.8581,0.6,2,1.0813,15.7648,1,1.2865,1,2,2670,188151.63,Strike-Slip,-9999,-9999,,Strike-Slip,,5,1.173189998,Active,-9999,2670,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,191.80495,-9999,-9999,-9999,6.73312,5.74696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.174,3.94974,1877,39.20909,151962.4807,0,0,0
8.061525274,0.3,1,18262.58217,26021.1289,4.9451,0.6,2,0.6691,16.9874,1,1.2868,1,2,945,488251.66,,-9999,-9999,,Intracratonic,,5,1.005589962,Active,-9999,945,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115.15334,-9999,-9999,-9999,0,1.3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.683,4.20196,0,97.68386,349884.4724,0,0,0
0.980169828,1,1,36841.92756,1868.234,1.718,1,1,2.2348,22.062,1,1.2902,1,1,8593,73144.81,,0.611962137,-4,WF,Passive Margin,Arid,2,1.008849978,Active,8060.94,8593,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29749,178669.7003,36794.38851,-1,0,30.55309,29.89726,7.50114,0,0,0,0,0,0,0,0,0,0,0,0,0,-449,-208,0,Gulf of Suez,2.269,1.27073,0,15.34341,38549.36856,-276,0,0
0.613160863,0.5,1,10809,1039.3759,66.1343,1,2,3.5749,21.4668,1,1.2903,1,2,1443,55074.47,Foreland,0.048536342,-17,WF,Foreland,Equatorial,3,1.02204001,Active,64903.02,1443,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.34553,345942.1258,116024.9447,1471,31.2276,64.91029,35.2526,1.3273,3,-514,-3095,94.33199,2550,3,343070.9915,339,0,0,0,0,0,-2494,-206,0,Caribbean Sea,3.616,2.55121,274,30.9209,44000.85036,-154,0,0
0.461423561,1,2,3488.59374,728.4996,664.8893,2,1,2.3245,21.0385,1,1.2921,1,1,9576,61202.76,Fore-arc,0.467000365,-127,WF,Fore-arc,Equatorial,1,1.124029994,Active,79764.3,9576,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.41836,1137.277436,11690.20329,669,19.14236,37.98031,33.74943,11.29151,2,-89,-2128,63.2854,2027,3,20820.41436,1138,0,0,0,0,0,-2836,-144,0,Indian Ocean,2.41,0.62313,146,30.44674,50136.40036,-132,0,0
4.149380121,1,1,60972.10078,11344.455,4.9134,0.5,0.5,1.4685,17.4768,1,1.2925,1,0.5,2084,339072.02,Passive Margin,0.34571789,-56,WF,Passive Margin,Warm Temperate,1,1.047099948,Passive,25236.13,2084,0,0,0,0,0,318,Macleay,,11000,2,-9999,181.82,0.1,1,0.009,50,-9999,-9999,-9999,-9999,1600,1408.61319,2296.433714,29058.99506,1132,2.24576,4.33094,154.85734,5.26515,3,-247,-3641,14.98399,3394,1,30830.97811,567,0,0,0,0,0,-4083,-175,0,Tasman Sea,1.489,1.27475,59,20.0311,152943.2605,-153,0,0
3.157094749,0.9,1,5444,8061.4679,50.3284,1.8,2,2.7392,3.3438,1,1.2948,1,2,817,221926.04,Intracratonic,-9999,-9999,,Intracratonic,,5,1.107540011,Passive,-9999,817,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,339.5502,-9999,-9999,-9999,35.27372,12.34285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.796,1.40939,1029,31.67916,166347.6681,0,0,0
3.09958953,1,1,20540,7878.3422,14.5822,1,1,0.629,26.4737,1,1.2954,1,1,3946,166428.98,Intracratonic,-9999,-9999,,Intracratonic,,5,1.00691998,Passive,-9999,3946,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,124.16686,-9999,-9999,-9999,43.57094,3.77939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.647,1.25933,25,80.06997,117162.5413,0,0,0
9.121629866,0.9,1,3913.41263,30366.5299,0.9386,1.8,2,1.11,2.9583,1,1.2959,1,2,2393,223437.96,Strike-Slip,-9999,-9999,,Strike-Slip,,5,1.013000011,Active,-9999,2393,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,168.1147,-9999,-9999,-9999,33.56096,4.96782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.173,1.36259,1118,51.06694,143187.6883,0,0,0
1.484730177,1,1,10045.33049,3139.5256,1.4253,1,1,1.3642,22.9183,1,1.2968,1,1,4644,110949.99,Fore-arc,0.113225323,-28,WF,Fore-arc,Arid,3,1.381189942,Active,62071.06,4644,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,157.00143,31701.75802,69936.4229,212,7.03248,12.29563,56.4031,4.4326,3,-162,-3676,89.94037,2431,2,89124.09421,803,0,0,0,0,0,-3839,-338,0,North Pacific Ocean,1.489,1.1881,387,21.37873,60103.34702,-310,0,0
0.306701971,1,2,719.9589971,437.2203,1410.6912,3,1.5,2.0766,23.8495,1,1.2981,1,1.5,18566,47962.82,Passive Margin,0.047086686,-13,WF,Passive Margin,Equatorial,1,1.000059962,Active,-9999,18566,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.70102,47.42929379,28504.59582,1244,9.41824,43.29604,0,0,2,-118,-1938,76.93001,1804,2,41453.97809,947,0,0,0,0,0,0,0,0,Caribbean Sea,2.086,0.64611,1285,9.88992,26962.84939,0,0,0
0.596520335,1,2,3494,1004.2369,220.3865,2,1,1.8144,22.0668,1,1.2984,1,1,4068,49382.19,,0.700127649,-93,W,Foreland,Equatorial,2,1.00601995,Active,48941.61,4068,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2918.65196,6434.527652,3890.091079,1378,0,36.74199,97.21789,32.90411,2,-182,-2183,68.08607,1947,3,23373.9346,727,0,0,0,0,0,-4886,-128,0,Flores Sea,1.816,0.64861,0,1.32588,31603.68519,-128,0,0
3.193215264,1,1,10941,8176.922,7.6998,3,3,0.3033,17.129,1,1.2987,1,3,5368,223040.99,Intracratonic,0.090012104,-18,W,Passive Margin,Warm Temperate,3,1.072569966,Passive,152258.17,5368,0,0,0,0,0,0,Mar del Plata,,0,0,0,0,0,0,0,0,0,0,0,0,0,1180.99072,6134.156477,226921.8163,3012,89.52073,1.35984,27.57159,1.08848,3,-1301,-4113,62.99152,2664,3,271892.4457,113,-4916,101000,427000,6,6022.87202,-4382,-184,340262,South Atlantic Ocean,0.325,1.21194,42,92.53374,117490.2103,-247,129.89303,5.287128713
4.906060504,1,1,5444,13986.8763,0.7758,2.0612,2,2.4516,-0.4054,1.0306,1.2989,1.030620987,2,2207,299976.92,Foreland,-9999,-9999,,Foreland,,5,1.042639971,Active,-9999,2207,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95.243,-9999,-9999,-9999,36.31415,8.17263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.712,1.13933,987,36.92701,260485.8372,0,0,0
0.936664853,1,1,1252.770189,1765.1633,37.5331,0.75,0.75,3.0981,21.9266,1,1.3003,1,0.75,6521,114857.03,,0.023459044,-5,TF,Passive Margin,Equatorial,3,1.015460014,Passive,20823.83,6521,0,0,0,0,0,0,Lobe,,1900,3.4,-9999,1789.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3502.13887,19681.30783,85077.23447,2858,0,26.97353,34.43171,5.88877,1,-94,-2017,114.38435,1923,3,95409.6223,1101,0,0,0,0,0,-1012,-295,0,Gulf of Guinea,3.201,1.25853,0,33.76962,52041.99683,-501,0,0
4.768695822,1,1,25296.06973,13499.0789,10.1959,0.5,0.5,1.0849,20.932,1,1.3013,1,0.5,1769,379874,,0.670138728,-122,WF,Passive Margin,Equatorial,1,1.00485003,Passive,26236.13,1769,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.71192,6549.769654,22293.50457,2937,0,2.85595,41.27895,3.63335,2,-88,-1435,40.05106,1347,1,33323.06832,1151,0,0,0,0,0,-1198,-115,0,Gulf of Guinea,1.099,1.28463,0,63.44457,252048.4501,-81,0,0
3.926966248,1,1,-99,10589.515,0.3934,2,2,0.3522,19.3843,1,1.3022,1,2,2967,169176.92,Intracratonic,-9999,-9999,,Intracratonic,,5,1.220070004,Passive,-9999,2967,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47313,-9999,-9999,-9999,43.05934,2.08184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.356,1.2883,388,84.42469,65334.92195,0,0,0
2.362972313,1,2,1487.952041,5612.1323,233.4472,2,1,0.4133,25.017,1,1.3036,1,1,2599,182845.6,,0.059276099,-11,WF,Passive Margin,Equatorial,3,1.091779947,Passive,55424.34,2599,0,0,0,0,0,555,Indus,,5500,0.36,-9999,65.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,748.57002,96836.36263,283186.3814,1668,0,2.26038,36.08523,1.33481,2,-88,-2927,72.04153,2809,2,311626.6769,1145,-4750,1416000,1525000,46,1366759.576,-2196,-196,26294785,Arabian Sea,0.444,0.60672,0,83.00706,-9999,-378,59.39937,1.803672316
1.067172292,1,1,36768.31187,2077.7715,2.0188,1,1,2.3373,19.8579,1,1.3039,1,1,8810,84798.03,,0.745964058,-139,WF,Strike-Slip,Arid,2,1.052719951,Active,-9999,8810,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34346,3684.579764,2384.976472,-1,0,27.56314,0,48.21851,0,0,0,0,0,0,0,0,0,0,0,0,0,-762,-403,0,Gulf of Aqaba,2.353,1.29524,0,6.73845,59058.65454,-115,0,0
2.681992878,1,1,808,6574.7105,81.7335,0.5,0.5,1.9689,19.9027,1,1.3042,1,0.5,7867,138359.3,Extensional,-9999,-9999,,Extensional,,5,1.016739964,Active,-9999,7867,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.64063,-9999,-9999,-9999,5.13559,14.23034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.984,1.29425,670,14.58817,109856.4288,0,0,0
0.872959891,1,1,1995.743108,1616.3949,70.5927,1,1,2.008,28.1254,1,1.3062,1,1,7169,117516.14,Passive Margin,0.228183331,-43,WF,Passive Margin,Arid,1,1.135220051,Passive,49742.1,7169,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,198.46078,544.4132178,23897.8622,921,6.05014,17.08701,20.56608,11.25624,0,0,0,0,0,0,0,0,0,0,0,0,0,-1292,-269,0,Gulf of Aden,2.008,1.30616,282,14.04654,87790.42144,-269,0,0
5.31933405,1,1,5244,15474.8408,0.593,1,1,0.477,21.834,1,1.3078,1,1,835,416512.37,Intracratonic,-9999,-9999,,Intracratonic,,5,1.031119943,Passive,-9999,835,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,12.70333,-9999,-9999,-9999,5.5716,1.14522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.478,1.30506,842,91.60724,199144.7198,0,0,0
3.546394837,0.5,1,8070,9322.6304,42.428,0.5,1,1.457,20.7214,1,1.309,1,1,2771,352729.05,Passive Margin,0.626769554,-128,W,Passive Margin,Warm Temperate,1,1.248710036,Passive,39973.64,2771,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.01932,563.5645336,8679.175768,2147,7.55101,4.13065,34.69787,22.35235,0,0,0,0,0,0,0,0,0,0,0,100,0,-1581,-194,0,Indian Ocean,1.473,2.5896,1734,40.68548,168662.3169,-194,0,0
0.669484682,1,2,2368.750832,1160.0599,215.378,2,1,1.531,23.7259,1,1.311,1,1,10172,57250.14,,0.576383645,-127,WF,Foreland,Equatorial,2,1.005859971,Active,38422.51,10172,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.32944,34259.10272,19434.35459,-1,0,26.74229,115.32302,14.20166,1,2,-1456,46.66462,1427,3,24703.39149,1621,0,0,0,0,0,-4533,-102,0,Celebes Sea,1.531,0.65549,0,9.11147,43311.29281,-276,0,0
2.779062108,1,1,5438.984392,6873.4919,12.8577,2,2,2.508,3.5832,1,1.3111,1,2,4622,137563.39,Foreland,-9999,-9999,,Foreland,,5,1.037469983,Active,-9999,4622,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,205.43066,-9999,-9999,-9999,46.30546,18.23159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.679,1.22737,1061,13.86385,99964.8889,0,0,0
4.708003449,1,1,12593,13284.664,12.1783,2,2,0.2005,24.2379,1,1.3114,1,2,2535,304403.21,Passive Margin,0.014624775,-2,T,Passive Margin,Equatorial,3,1.042260051,Passive,39857.11,2535,0,0,0,0,0,629,Turiaço,,13000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,300,2508.19923,61500.33241,182488.4634,870,8.78512,0.65867,70.72766,0.33427,3,-199,-4002,68.09,3803,1,241468.6968,649,0,0,0,0,0,-2998,-179,0,South Atlantic Ocean,0.242,1.08654,1638,98.05373,204067.1257,-61,0,0
4.108878853,1,1,-99,11206.2106,0.0401,2,2,0.334,19.7788,1,1.3122,1,2,1545,229777.8,Intracratonic,-9999,-9999,,Intracratonic,,5,1.009279966,Passive,-9999,1545,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37315,-9999,-9999,-9999,19.28123,1.45358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.337,1.3005,45,98.67554,157062.5524,0,0,0
4.128848755,1,1,59931.21493,11274.3322,7.6824,1.5,1.5,0.4302,19.679,1,1.3134,1,1.5,648,298019.47,,0.053251035,-4,WF,Passive Margin,Warm Temperate,1,1.531559944,Passive,91316.91,648,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.58533,7547.433379,69454.70179,1631,0,1.44353,35.92982,3.06675,0,0,0,0,0,0,0,0,0,0,0,0,0,-3494,-213,0,Indian Ocean,0.45,1.25565,0,56.72752,187301.8866,-213,0,0
0.805061025,1,1,14161.39924,1460.7995,1.3405,1.5,1.5,2.545,15.9558,1,1.3137,1,1.5,13746,57061,Extensional,-9999,-9999,,Extensional,,5,1.076060057,Active,-9999,13746,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,37.46852,-9999,-9999,-9999,0.96382,44.60139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.56,1.30602,598,4.64336,42919.94336,0,0,0
0.293935784,1,1,6017,414.5913,1.375,2,2,3.174,24.7645,1,1.314,1,2,26001,49120.27,,0.383796845,-62,WF,Fore-arc,Arid,1,1.072270036,Active,149748.23,26001,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,79.88831,2899.046951,31366.57588,901,0,64.61691,38.2108,6.0574,3,-1534,-2519,41.97254,985,2,100221.3109,77,0,0,0,0,0,-5935,-213,0,South Pacific Ocean,3.174,1.31397,0,0.74898,41451.43758,-190,0,0
1.141652194,1,1,-99,2260.5904,17.6805,1,1,1.5195,28.9128,1,1.3166,1,1,5238,117502.23,,0.258790725,-44,WF,Passive Margin,Arid,1,1.088009954,Passive,197426.45,5238,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,210.8719,56.18161167,18482.07899,1215,48.51778,12.93167,7.89661,7.19616,0,0,0,0,0,0,0,0,0,0,0,0,0,-1692,-133,0,Gulf of Aden,1.532,1.30584,698,44.2891,96272.4377,-133,0,0
1.342695816,1,1,465,2768.7048,47.5489,1.5,1.5,1.278,19.8718,1,1.3177,1,1.5,3128,158848.8,Passive Margin,0.223565858,-37,WF,Passive Margin,Equatorial,1,1.041589975,Passive,71783.15,3128,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2701.01962,2355.541787,18512.90489,833,5.50718,8.04539,46.89123,10.10106,3,-558,-3437,55.32276,2879,1,39455.74,317,0,0,0,0,0,-3537,-171,0,Indian Ocean,1.278,1.31772,1380,31.9283,101451.406,-187,0,0
2.550985985,1,1,5244,6175.7499,5.7724,2,2,0.579,18.0211,1,1.3177,1,2,740,313403.24,,-9999,-9999,,Intracratonic,,5,1.021029949,Passive,-9999,740,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,78.09918,-9999,-9999,-9999,0,1.84746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.58,1.31542,0,81.53028,233311.6799,0,0,0
4.55006399,1,1,517.5564801,12729.9439,40.9936,0.5,0.5,1.0249,21.528,1,1.3182,1,0.5,502,396367.71,,0.323161271,-55,WF,Passive Margin,Equatorial,1,1.18900001,Passive,59624.08,502,0,0,0,0,0,91,Cess,Cestos/Nipoue,11500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2697.12029,6557.752612,33039.17767,3638,0,2.58573,43.20402,3.57152,2,-118,-3624,101.60354,3506,2,37232.54727,945,0,0,0,0,0,-2723,-147,0,North Atlantic Ocean,1.131,1.19455,0,78.88518,266265.8115,-118,0,0
2.022051653,1,1,792.0859256,4618.9676,0.2072,2,2,0.551,22.9677,1,1.3188,1,2,4271,155151.59,,-9999,-9999,,Intracratonic,,5,1.009279966,Passive,-9999,4271,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74184,-9999,-9999,-9999,0,3.55137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.566,1.28386,0,63.65362,119240.4692,0,0,0
1.390370706,1,1,2369,2892.1304,33.0666,1,1,1.7562,19.8894,1,1.3193,1,1,6332,148109.67,Fore-arc,0.284193854,-56,WF,Fore-arc,Equatorial,2,1.203789949,Active,43757.1,6332,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3449.11281,4555.119964,3288.646604,2803,8.97193,11.85743,61.95566,31.92803,1,-149,-3171,38.10614,2693,2,18604.8597,848,0,0,0,0,0,-2816,-105,0,South China Sea,1.856,1.24832,319,17.38725,47401.33956,-105,0,0
21.83496768,1,1,13089,90416.0023,0.0829,2,2,0.6289,-21.2317,1,1.3196,1,2,300109,1003704.45,Passive Margin,0.036540674,-10,W,Passive Margin,Snow,3,1.009979963,Passive,14930.47,300109,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,610.88132,910.197925,253336.3611,-1,39.13905,0.62658,117.47788,1.06578,2,-357,-2006,59.4384,1649,1,254255.4905,441,0,0,0,0,0,-2137,-383,0,East Siberian Sea,0.703,1.18046,558,85.43931,607386.5835,-270,0,0
2.977662228,1,1,3408,7492.8821,21.1563,2,2,0.3922,22.1068,1,1.3204,1,2,989,346487.3,Passive Margin,0,0,TW,Passive Margin,Equatorial,3,1.007490039,Passive,115572.04,989,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2850.66063,14774.5843,146590.8595,5131,5.597,1.13193,22.73906,1.24155,0,0,0,0,0,0,0,0,0,0,0,0,0,-2858,-230,0,North Atlantic Ocean,0.41,1.26311,243,78.04499,209251.93,-182,0,0
0.269242471,1,2,5345,371.5216,197.6518,4,2,2.3634,18.0076,1,1.3217,1,2,20168,32287.15,Foreland,0.38953786,-135,WF,Foreland,Equatorial,1,1.085399985,Active,66740.06,20168,0,0,0,0,0,309,Linpien,Lin-bien,340,0.86,-9999,2529.41,1.8,-9999,5.294,2093.023,0.19,-9999,0.559,220.93,2900,4377.42785,2786.807231,18053.23856,-1,18.95658,73.1994,33.8777,17.00526,2,3,-1236,51.25889,1227,2,13161.61589,1628,0,0,0,0,0,-2568,-307,0,South China Sea,2.383,0.65541,356,18.60105,25929.72907,-307,0,0
1.340520257,1,2,5090.977375,2763.0983,124.8126,2,1,1.2455,15.3322,1,1.3218,1,1,5188,91516.07,Foreland,0.301614351,-61,W,Foreland,Warm Temperate,1,1.117370009,Active,24509.93,5188,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.23284,539.9914635,17503.70752,-1,11.7016,13.60963,98.49069,7.02708,2,-97,-2213,20.30148,2116,3,24172.29257,1077,0,0,0,0,0,-2537,-123,0,Mediterranean Sea - Western Basin,1.248,0.65956,417,16.42892,59149.36015,-123,0,0
2.244613801,0.5,1,10047,5262.9791,9.411,0.75,1.5,1.472,21.4132,1,1.3221,1,1.5,4400,96221.7,Strike-Slip,-9999,-9999,,Strike-Slip,,5,1.191179991,Active,-9999,4400,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,643.16311,-9999,-9999,-9999,26.3781,15.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.472,2.64424,1739,24.08998,67922.47042,0,0,0
1.299131634,0.9,1,891.3742177,2656.8746,3.9705,1.35,1.5,1.4388,19.9743,1,1.3232,1,1.5,7652,108442.11,,0.068320006,-15,TW,Foreland,Equatorial,2,1.319730043,Passive,20267.6,7652,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3093.47193,289159.8873,680333.8232,3881,0,13.26791,31.87353,0.08819,0,0,0,0,0,0,0,0,0,0,0,0,0,-881,-235,0,Gulf of Thailand,1.463,1.44588,0,12.03288,78426.24362,-60,0,0
0.725465446,1,2,8070,1282.5536,450.0132,3,1.5,1.1651,19.4755,1,1.3252,1,1.5,5039,111830.65,,0.496808278,-90,WF,Passive Margin,Warm Temperate,1,1.191779971,Passive,60166.12,5039,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,946.5234,168.5070277,20700.50548,2889,0,10.41843,51.64036,11.59392,2,-99,-3625,64.54078,3526,3,19549.51672,1045,0,0,0,0,0,-3625,-518,0,Indian Ocean,1.166,0.6621,0,18.83915,76053.64501,-240,0,0
4.878296793,0.3,1,10941,13888.0056,13.2694,0.3,1,1.6678,22.5529,1,1.3253,1,1,452,293053.09,Foreland,-9999,-9999,,Foreland,,5,1.155519962,Passive,-9999,452,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.31048,-9999,-9999,-9999,81.3785,5.69112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.695,4.34691,42,83.70602,210488.2959,0,0,0
0.989007721,1,1,3490.029397,1889.3143,1.4265,1.5,1.5,1.4382,22.347,1,1.326,1,1.5,13227,98976.98,,0.341845585,-50,T,Foreland,Equatorial,1,1.041749954,Active,41960.98,13227,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3338.26087,18963.32463,35061.53305,906,0,14.53065,10.36677,3.10882,0,0,0,0,0,0,0,0,0,0,0,0,0,-544,-109,0,South Pacific Ocean,1.522,1.25298,0,7.30812,44935.59871,-109,0,0
0.640679242,1,2,2814,1098.0078,147.8413,3,1.5,1.05,24.0513,1,1.3271,1,1.5,14297,63686.41,Passive Margin,0.054411316,-14,WF,Passive Margin,Equatorial,2,1.000920057,Passive,37222.96,14297,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1677.84783,10259.56265,170778.0455,1191,5.0382,16.48703,26.38157,0.63826,0,0,0,0,0,0,0,0,0,0,0,0,0,-1270,-288,0,South China Sea,1.062,0.65604,1324,36.85339,47344.76646,-109,0,0
0.312467851,1,2,2704.490477,447.5188,272.542,3,1.5,1.6887,29.5082,1,1.3287,1,1.5,20529,77871.18,Passive Margin,0.189494371,-31,WF,Passive Margin,Arid,2,1.135220051,Active,11309.92,20529,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101.05944,2010.085491,103229.8212,-1,43.23959,21.68581,68.78917,1.44338,0,0,0,0,0,0,0,0,0,0,0,0,0,-953,-175,0,Red Sea,1.696,0.6615,313,50.97714,64073.95207,-149,0,0
14.60758331,0.1,2,1488,54705.0695,190.7444,0.15,0.75,1.024,25.8384,1,1.3301,1,0.75,859,632110.47,Passive Margin,0.206130155,-41,FW,Passive Margin,Equatorial,1,1.040130019,Passive,27933.38,859,0,0,0,0,0,462,Bengal,Pennar,55000,2.4,6,43.64,6.9,-9999,0.125,2875,1.1,-9999,0.02,458.333,1500,773.40448,3745.927328,14290.8815,8127,5.38236,1.61997,75.03567,15.04456,2,-113,-2228,33.29503,2115,2,18338.2417,971,-5364,2800000,1360000,32,2545587.393,-2198,-102,147605136,Bay of Bengal,1.065,6.39457,322,54.25164,344806.9794,-215,96.53353,1.130714286
0.82065921,1,1,10047,1496.2638,33.7987,1,1,3.3713,18.075,1,1.3309,1,1,18420,86924.37,,1.034308297,-131,WF,Fore-arc,Equatorial,1,1.047170043,Active,49423.55,18420,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1698.52936,2421.92034,8475.929154,299,0,38.78429,102.36011,35.63031,1,3,-2834,25.28295,2837,1,10161.20045,1624,0,0,0,0,0,-5397,-338,0,North Pacific Ocean,3.373,1.33021,0,0.54218,57936.61834,-302,0,0
1.299721924,1,1,20224.5246,2658.3837,82.9949,1,1,1.2598,31.0431,1,1.3312,1,1,3079,198814.56,Passive Margin,0.682554017,-129,W,Passive Margin,Arid,2,1.00691998,Active,8943.83,3079,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,76.82901,706.9225376,24891.29256,-1,10.24342,6.33656,60.37682,7.39214,0,0,0,0,0,0,0,0,0,0,0,0,0,-724,-184,0,Red Sea,1.278,1.31226,355,37.98502,137401.515,-184,0,0
18.01093364,1,1,48111,71076.3131,56.8744,2,2,0.7755,1.8141,1,1.3326,1,2,1796,786886.57,,0.03269705,-5,FT,Passive Margin,Warm Temperate,3,1.263620019,Passive,36625.19,1796,0,0,0,0,0,582,Susquehanna,,71000,32,-9999,450.7,1.8,-9999,0.025,56.25,4.3,-9999,0.061,134.375,960,1559.48594,289320.3189,135682.4849,5304,0,0.98553,46.0885,1.23081,1,-99,-2663,83.74365,2564,3,261106.6204,1046,0,0,0,101,0,-1847,-159,0,North Atlantic Ocean,0.85,1.21583,0,22.7941,307697.1462,-167,0,0
